team_id,timestamp,agent,tokens,credits,wall_time_ms,model,tool_call,exit_statusdefault,2025-08-07T01:40:05.960082,test-agent,10,1,0,claude-3,test-tool,allow
default,2025-08-07T01:40:05.960143,test-agent,10,1,0,claude-3,test-tool,allow
default,2025-08-07T01:40:05.960174,test-agent,10,1,0,claude-3,test-tool,allow
default,2025-08-07T01:40:05.960196,test-agent,10,1,0,claude-3,test-tool,allow
default,2025-08-07T01:40:05.960218,test-agent,10,1,0,claude-3,test-tool,allow
default,2025-08-07T01:40:05.960238,test-agent,10,1,0,claude-3,test-tool,allow
default,2025-08-07T01:40:05.960257,test-agent,10,1,0,claude-3,test-tool,allow
default,2025-08-07T01:40:05.960275,test-agent,10,1,0,claude-3,test-tool,allow
default,2025-08-07T01:40:05.960294,test-agent,10,1,0,claude-3,test-tool,allow
default,2025-08-07T01:40:05.960313,test-agent,10,1,0,claude-3,test-tool,allow
default,2025-08-07T01:40:05.960331,test-agent,10,1,0,claude-3,test-tool,allow
default,2025-08-07T01:40:05.960350,test-agent,10,1,0,claude-3,test-tool,allow
default,2025-08-07T01:40:05.960369,test-agent,10,1,0,claude-3,test-tool,allow
default,2025-08-07T01:40:05.960388,test-agent,10,1,0,claude-3,test-tool,allow
default,2025-08-07T01:40:05.960406,test-agent,10,1,0,claude-3,test-tool,allow
default,2025-08-07T01:40:05.960424,test-agent,10,1,0,claude-3,test-tool,allow
default,2025-08-07T01:40:05.960441,test-agent,10,1,0,claude-3,test-tool,allow
default,2025-08-07T01:40:05.960459,test-agent,10,1,0,claude-3,test-tool,allow
default,2025-08-07T01:40:05.960476,test-agent,10,1,0,claude-3,test-tool,allow
default,2025-08-07T01:40:05.960494,test-agent,10,1,0,claude-3,test-tool,allow
default,2025-08-07T01:40:05.960512,test-agent,10,1,0,claude-3,test-tool,allow
default,2025-08-07T01:40:05.960529,test-agent,10,1,0,claude-3,test-tool,allow
default,2025-08-07T01:40:05.960547,test-agent,10,1,0,claude-3,test-tool,allow
default,2025-08-07T01:40:05.960566,test-agent,10,1,0,claude-3,test-tool,allow
default,2025-08-07T01:40:05.960584,test-agent,10,1,0,claude-3,test-tool,allow
default,2025-08-07T01:40:05.960602,test-agent,10,1,0,claude-3,test-tool,allow
default,2025-08-07T01:40:05.960621,test-agent,10,1,0,claude-3,test-tool,allow
default,2025-08-07T01:40:05.960640,test-agent,10,1,0,claude-3,test-tool,allow
default,2025-08-07T01:40:05.960658,test-agent,10,1,0,claude-3,test-tool,allow
default,2025-08-07T01:40:05.960675,test-agent,10,1,0,claude-3,test-tool,allow
default,2025-08-07T01:40:05.960693,test-agent,10,1,0,claude-3,test-tool,allow
default,2025-08-07T01:40:05.960710,test-agent,10,1,0,claude-3,test-tool,allow
default,2025-08-07T01:40:05.960728,test-agent,10,1,0,claude-3,test-tool,allow
default,2025-08-07T01:40:05.960745,test-agent,10,1,0,claude-3,test-tool,allow
default,2025-08-07T01:40:05.960763,test-agent,10,1,0,claude-3,test-tool,allow
default,2025-08-07T01:40:05.960780,test-agent,10,1,0,claude-3,test-tool,allow
default,2025-08-07T01:40:05.960798,test-agent,10,1,0,claude-3,test-tool,allow
default,2025-08-07T01:40:05.960815,test-agent,10,1,0,claude-3,test-tool,allow
default,2025-08-07T01:40:05.960833,test-agent,10,1,0,claude-3,test-tool,allow
default,2025-08-07T01:40:05.960850,test-agent,10,1,0,claude-3,test-tool,allow
default,2025-08-07T01:40:05.960868,test-agent,10,1,0,claude-3,test-tool,allow
default,2025-08-07T01:40:05.960885,test-agent,10,1,0,claude-3,test-tool,allow
default,2025-08-07T01:40:05.960903,test-agent,10,1,0,claude-3,test-tool,allow
default,2025-08-07T01:40:05.960920,test-agent,10,1,0,claude-3,test-tool,allow
default,2025-08-07T01:40:05.960938,test-agent,10,1,0,claude-3,test-tool,allow
default,2025-08-07T01:40:05.960955,test-agent,10,1,0,claude-3,test-tool,allow
default,2025-08-07T01:40:05.960973,test-agent,10,1,0,claude-3,test-tool,allow
default,2025-08-07T01:40:05.960990,test-agent,10,1,0,claude-3,test-tool,allow
default,2025-08-07T01:40:05.961007,test-agent,10,1,0,claude-3,test-tool,allow
default,2025-08-07T01:40:05.961025,test-agent,10,1,0,claude-3,test-tool,checkpoint
default,2025-08-07T01:40:05.961066,test-agent,10,1,0,claude-3,test-tool,allow
